objectid,zip_code,po_name,state,borough,st_fips,cty_fips,bld_gpostal_code,shape_leng,shape_area,x_id,geometry
11,11366,Fresh Meadows,NY,Queens,36,081,0,27282.7368361,20358592.7502,http://nyc.pediacities.com/Resource/PostalCode/11366,"list(c(-73.7701067859653, -73.7750973981477, -73.7813899132736, -73.7928751206816, -73.8090403165218, -73.8106258238924, -73.8106849796586, -73.8108863474475, -73.8004131591045, -73.7883446836156, -73.7795230300659, -73.7728613033638, -73.7717745167878, -73.7701067859653, 40.7317792084885, 40.7308738281676, 40.7291467725468, 40.7254401776004, 40.7199116236327, 40.7244198629147, 40.7266668543779, 40.7271718757592, 40.7283721818527, 40.7313187902407, 40.7342810505779, 40.7362759320353, 40.734216917409, 
40.7317792084885))"
12,11423,Hollis,NY,Queens,36,081,0,31339.8030169,45095032.1013,http://nyc.pediacities.com/Resource/PostalCode/11423,"list(c(-73.7701067859653, -73.7653624255083, -73.7644216153025, -73.7613994196243, -73.7599968599459, -73.7538091927717, -73.7524596386494, -73.7645580238388, -73.7673443159326, -73.7672507497866, -73.7741806109015, -73.7758207524013, -73.7767817465367, -73.7781085587185, -73.7783844957176, -73.7793727870866, -73.781782727946, -73.7735713453785, -73.7768149945872, -73.7776691890124, -73.7793260054446, -73.7811605413833, -73.7750973981477, -73.7701067859653, 40.7317792084885, 40.7251617419819, 40.7244331938742, 
40.7229131657947, 40.7217593998217, 40.7135759512909, 40.7103165878344, 40.7074076719963, 40.7066363679972, 40.7063125744528, 40.7050868884272, 40.7053739311814, 40.7077286930261, 40.7074032163115, 40.7080501350862, 40.7078121789236, 40.7131400160007, 40.7151201144509, 40.7218572910633, 40.7227199721964, 40.7253977849658, 40.7292127846884, 40.7308738281676, 40.7317792084885))"
13,11428,Queens Village,NY,Queens,36,081,0,22515.6935821,21985773.4995,http://nyc.pediacities.com/Resource/PostalCode/11428,"list(c(-73.7277473959611, -73.7276199812525, -73.7284367361583, -73.7284784728266, -73.7321615524039, -73.7322527345734, -73.7333113532895, -73.7364132887837, -73.7493454016743, -73.7540367992215, -73.7572567091069, -73.7518678908499, -73.7486693853785, -73.7473907917925, -73.7385674270549, -73.7384017392383, -73.7336172722362, -73.7330642416561, -73.7312351300842, -73.7315974616662, -73.7315764018972, -73.729905111023, -73.728364139082, -73.7281623259969, -73.7279673649168, -73.7277473959611, 40.7225848047481, 
40.7222543687358, 40.7221225969783, 40.7207655741816, 40.7200487697074, 40.7203747877236, 40.7194954570218, 40.718061834062, 40.7151453710751, 40.7138798245895, 40.7181386261327, 40.7204635974506, 40.7225764453128, 40.7231933757994, 40.7286150410069, 40.7290115458486, 40.7279335870809, 40.72935848096, 40.7289473898024, 40.7279791650861, 40.7276183452736, 40.723272516554, 40.7236143752139, 40.7230841645573, 40.7231552724161, 40.7225848047481))"
14,11432,Jamaica,NY,Queens,36,081,0,33123.9436723,60177575.638,http://nyc.pediacities.com/Resource/PostalCode/11432,"list(c(-73.8090403165218, -73.7928751206816, -73.7811605413833, -73.7793260054446, -73.7776691890124, -73.7768149945872, -73.7735713453785, -73.781782727946, -73.7796826181359, -73.7829524038304, -73.7864535711288, -73.7888896804283, -73.7927298981408, -73.8003947489124, -73.804441561544, -73.8076218706839, -73.8088971708031, -73.8090460610717, -73.8101045983731, -73.8102211833902, -73.8104391523784, -73.8109519631016, -73.810715285648, -73.8118042009608, -73.8121175640081, -73.8090403165218, 40.7199116236327, 
40.7254401776004, 40.7292127846884, 40.7253977849658, 40.7227199721964, 40.7218572910633, 40.7151201144509, 40.7131400160007, 40.7085958097713, 40.7079716464738, 40.7079241505208, 40.7074212459526, 40.7062945499637, 40.7032734917738, 40.7021316139517, 40.7087306206305, 40.7105993221226, 40.7112004391657, 40.7133699612384, 40.7157062422818, 40.7164055700352, 40.7167084207533, 40.7169052116186, 40.7176750832172, 40.7190622223059, 40.7199116236327))"
15,11379,Middle Village,NY,Queens,36,081,0,33527.9439425,57537331.4936,http://nyc.pediacities.com/Resource/PostalCode/11379,"list(c(-73.8719007847154, -73.8718154036568, -73.8710184216402, -73.8692926917403, -73.8630184902313, -73.8600378933291, -73.8596847010649, -73.8596610863044, -73.8648718692504, -73.8695628365277, -73.8725036786584, -73.8748868593597, -73.8762277530176, -73.8765415013469, -73.8774273943646, -73.8777718165072, -73.885983902405, -73.9003095355292, -73.9005958722909, -73.901157521281, -73.8856407533764, -73.8870806732453, -73.8872209846716, -73.8852061726085, -73.8810930058931, -73.8795050698512, -73.8769520659691, 
-73.874509663719, -73.8740460157219, -73.874214296128, -73.871605665784, -73.8732421022406, -73.8719007847154, 40.7268578644103, 40.7267938439977, 40.727978974023, 40.7244359490589, 40.7177079074789, 40.7149322569377, 40.7141308670158, 40.7133893911775, 40.7108206590194, 40.7094623247739, 40.7082273884988, 40.707002843135, 40.7068690115078, 40.7073974375817, 40.7071986399217, 40.7068843987337, 40.7062822209416, 40.7126857833803, 40.7126974044407, 40.7146223369048, 40.7220215806008, 40.7238563548462, 
40.7275261876613, 40.7281015258984, 40.7284925854908, 40.7287839875638, 40.7298333439037, 40.7306186988052, 40.7303640715495, 40.7300612520932, 40.7291120590295, 40.7279117286639, 40.7268578644103))"
16,11429,Queens Village,NY,Queens,36,081,0,26527.0760049,39559398.2844,http://nyc.pediacities.com/Resource/PostalCode/11429,"list(c(-73.7284784728266, -73.7279267838625, -73.7258222786104, -73.7246915252159, -73.7246434044221, -73.7246577425108, -73.7279002881938, -73.7277074252659, -73.7410457668114, -73.7411434046818, -73.743454865725, -73.743861751698, -73.7486428504735, -73.7540367992215, -73.7493454016743, -73.7364132887837, -73.7333113532895, -73.7322527345734, -73.7321615524039, -73.7284784728266, 40.7207655741816, 40.7191867494533, 40.7102853752377, 40.7083789111927, 40.7075622184485, 40.7058053402024, 40.7058261209611, 
40.701565186785, 40.7019808112186, 40.7018079688173, 40.7025064663559, 40.7028111191524, 40.7015869579605, 40.7138798245895, 40.7151453710751, 40.718061834062, 40.7194954570218, 40.7203747877236, 40.7200487697074, 40.7207655741816))"
17,11435,Jamaica,NY,Queens,36,081,0,34403.7903626,42105899.157,http://nyc.pediacities.com/Resource/PostalCode/11435,"list(c(-73.826059565848, -73.8230557789411, -73.8211171619757, -73.8193046859984, -73.8121175640081, -73.8117668037731, -73.810715285648, -73.8109519631016, -73.8104391523784, -73.8102211833902, -73.8101870963528, -73.8090460610717, -73.8088971708031, -73.8076218706839, -73.8038961938446, -73.8027678238876, -73.8022952175659, -73.801279859958, -73.8008103127034, -73.7997484109446, -73.7984466838402, -73.7971534387205, -73.7959595027935, -73.7939084117643, -73.8058484766868, -73.8076067383373, -73.8148406545166, 
-73.8172036116738, -73.8175501946113, -73.8178346613212, -73.8194276148888, -73.8212420145235, -73.8208511830396, -73.8234799546713, -73.826059565848, 40.7153986027705, 40.7161529101033, 40.7163777428305, 40.7171360962351, 40.7190622223059, 40.7175447188806, 40.7169052116186, 40.7167084207533, 40.7164055700352, 40.7157062422818, 40.7135792791694, 40.7112004391657, 40.7105993221226, 40.7087306206305, 40.7008993725262, 40.6991054992437, 40.6976884041161, 40.6955808835848, 40.6940593307603, 40.6933478342705, 
40.6921354782271, 40.6904060848265, 40.6891321524094, 40.6863047080526, 40.6829096596338, 40.6864625432955, 40.6991091183377, 40.7040276471022, 40.7040023531482, 40.7047466710968, 40.7071066069524, 40.7102472879757, 40.7100642022949, 40.7123803618609, 40.7153986027705))"
18,11415,Kew Gardens,NY,Queens,36,081,0,21074.6515709,16802279.5098,http://nyc.pediacities.com/Resource/PostalCode/11415,"list(c(-73.826059565848, -73.8234799546713, -73.8208511830396, -73.8212420145235, -73.8184594290455, -73.8200791440128, -73.8206318659775, -73.8220204512646, -73.8208593797593, -73.819729928229, -73.8227081044926, -73.8315210906546, -73.8322766556474, -73.8349816314121, -73.8344282766232, -73.8339288033218, -73.8343108836174, -73.8348122967767, -73.8365544730811, -73.8371470264065, -73.8384302453948, -73.8416020942045, -73.8401409169793, -73.8375531977024, -73.8367945488791, -73.8359007215842, -73.8361147573472, 
-73.8316123830238, -73.831107161793, -73.8307905044656, -73.826059565848, 40.7153986027705, 40.7123803618609, 40.7100642022949, 40.7102472879757, 40.7056630696645, 40.7050309318779, 40.7058419926616, 40.7052123461417, 40.7042678506466, 40.7038556386469, 40.703624835946, 40.7013896485298, 40.7008699399767, 40.7070975138089, 40.7077946175432, 40.7079858369295, 40.7089683371977, 40.7096433751638, 40.7086824287925, 40.7079570645859, 40.7084433774914, 40.7089838914964, 40.7097298976196, 40.7107149205575, 
40.7107804926042, 40.7116413904493, 40.711825159427, 40.714213500974, 40.7143679767479, 40.71419918263, 40.7153986027705))"
19,11418,Richmond Hill,NY,Queens,36,081,0,31854.3775413,32025130.9227,http://nyc.pediacities.com/Resource/PostalCode/11418,"list(c(-73.8371470264065, -73.8365544730811, -73.8348122967767, -73.8344106638521, -73.8339288033218, -73.8344282766232, -73.8349816314121, -73.8322766556474, -73.8315210906546, -73.8227081044926, -73.819729928229, -73.8208593797593, -73.8220204512646, -73.8206318659775, -73.8200791440128, -73.8184594290455, -73.8178346613212, -73.8175501946113, -73.8172036116738, -73.8155954490032, -73.8137587986596, -73.8208531622528, -73.8210926157565, -73.8251671394672, -73.8278487257894, -73.8443024349715, -73.8474072815092, 
-73.8491982407299, -73.8450247180724, -73.8426604189223, -73.8415616161094, -73.8390297751455, -73.8371778854188, -73.8369623636526, -73.8381364874886, -73.8380089419814, -73.8371470264065, 40.7079570645859, 40.7086824287925, 40.7096433751638, 40.7091373854273, 40.7079858369295, 40.7077946175432, 40.7070975138089, 40.7008699399767, 40.7013896485298, 40.703624835946, 40.7038556386469, 40.7042678506466, 40.7052123461417, 40.7058419926616, 40.7050309318779, 40.7056630696645, 40.7047466710968, 40.7040023531482, 
40.7040276471022, 40.7005261337139, 40.6971987362952, 40.6953457680794, 40.6958247270824, 40.6946668676978, 40.6941113583469, 40.6894430104063, 40.6957891348586, 40.6982674877854, 40.6993594015357, 40.7007065777372, 40.7010993314278, 40.7030211835221, 40.7040340974428, 40.704212471294, 40.7062492337543, 40.7066954124465, 40.7079570645859))"
20,11433,Jamaica,NY,Queens,36,081,0,30603.7354116,47739432.5954,http://nyc.pediacities.com/Resource/PostalCode/11433,"list(c(-73.7796826181359, -73.7793727870866, -73.7783844957176, -73.7781085587185, -73.7767817465367, -73.7758207524013, -73.7750743387359, -73.771043587629, -73.7692941327421, -73.7773013293605, -73.7772810034746, -73.7795252489429, -73.7866687587056, -73.7903846669113, -73.7939084117643, -73.7959595027935, -73.7971534387205, -73.7984466838402, -73.7997484109446, -73.8008103127034, -73.801279859958, -73.8022952175659, -73.8027678238876, -73.8038961938446, -73.804441561544, -73.8003947489124, -73.7927298981408, 
-73.7888896804283, -73.7864535711288, -73.7829524038304, -73.7796826181359, 40.7085958097713, 40.7078121789236, 40.7080501350862, 40.7074032163115, 40.7077286930261, 40.7053739311814, 40.7052418257229, 40.6984899763774, 40.6966503174142, 40.6922485868366, 40.692118404045, 40.6915497325694, 40.6887043457297, 40.6877536295265, 40.6863047080526, 40.6891321524094, 40.6904060848265, 40.6921354782271, 40.6933478342705, 40.6940593307603, 40.6955808835848, 40.6976884041161, 40.6991054992437, 40.7008993725262, 
40.7021316139517, 40.7032734917738, 40.7062945499637, 40.7074212459526, 40.7079241505208, 40.7079716464738, 40.7085958097713))"
21,11451,Jamaica,NY,Queens,36,081,0,2961.55419657,487599.726799,http://nyc.pediacities.com/Resource/PostalCode/11451,"list(c(-73.8015742502016, -73.7988741049147, -73.7975549663227, -73.7987444274615, -73.8015742502016, 40.7012141075187, 40.7021201623279, 40.7001962286266, 40.6996836345853, 40.7012141075187))"
22,11221,Brooklyn,NY,Brooklyn,36,047,0,30947.5369275,38580480.4348,http://nyc.pediacities.com/Resource/PostalCode/11221,"list(c(-73.9382232519161, -73.9438911382472, -73.9456416570767, -73.9341337673795, -73.9347969882754, -73.9352226413318, -73.932267653718, -73.9332466841774, -73.9307691186268, -73.9305202888139, -73.9275877378071, -73.9230816814972, -73.9216311570149, -73.9208795680168, -73.9223280095369, -73.9184872137872, -73.9178191196286, -73.916367180523, -73.9088528287176, -73.9160459874426, -73.9180460675369, -73.9178493642506, -73.9382232519161, 40.6838933196176, 40.6832395022798, 40.6920334694651, 40.6933543637385, 
40.6967366167149, 40.6969865638403, 40.6973146944281, 40.6978556127237, 40.6989110464537, 40.6987723031347, 40.7017625999869, 40.6992006963007, 40.7006755802449, 40.7002473667803, 40.6987721198053, 40.6965860229284, 40.6962077286245, 40.6976809041826, 40.6934044513097, 40.6860720887124, 40.687213268776, 40.6862331873936, 40.6838933196176))"
23,11421,Woodhaven,NY,Queens,36,081,0,22224.3558679,24314441.7637,http://nyc.pediacities.com/Resource/PostalCode/11421,"list(c(-73.8491982407299, -73.8474072815092, -73.8443024349715, -73.866295210749, -73.8665984761441, -73.8674724258838, -73.8685839281617, -73.8691128248463, -73.8574444625021, -73.8527723809723, -73.8527129401266, -73.8530393313163, -73.854566304991, -73.8542070035353, -73.8523221290582, -73.8513012262131, -73.8495364140042, -73.8491982407299, 40.6982674877854, 40.6957891348586, 40.6894430104063, 40.6831888431537, 40.6852695746063, 40.6884467391051, 40.6938616308618, 40.6945157616362, 40.6969130093169, 
40.6975571363144, 40.698197900862, 40.6989473373135, 40.7005940681574, 40.700755742904, 40.7004578238924, 40.700622067056, 40.6982515590415, 40.6982674877854))"
24,11419,South Richmond Hill,NY,Queens,36,081,0,23068.8355802,31278858.1025,http://nyc.pediacities.com/Resource/PostalCode/11419,"list(c(-73.8375441638946, -73.8281213769271, -73.8251671394672, -73.8210926157565, -73.8208531622528, -73.8137587986596, -73.8079543019673, -73.810472257816, -73.8137791026619, -73.831745757194, -73.83378994064, -73.8335241312377, -73.8350807023057, -73.8352464658419, -73.8355186936144, -73.8375441638946, 40.6913641611178, 40.6940415923728, 40.6946668676978, 40.6958247270824, 40.6953457680794, 40.6971987362952, 40.6870730756068, 40.6862006378007, 40.6846337280773, 40.6795373125471, 40.6836932363601, 
40.6838061666808, 40.6869955759433, 40.6873246310883, 40.6872471142514, 40.6913641611178))"
25,11434,Jamaica,NY,Queens,36,081,0,43829.8571706,87379704.1564,http://nyc.pediacities.com/Resource/PostalCode/11434,"list(c(-73.7698929114555, -73.7660509288279, -73.7663146473565, -73.7647274095342, -73.764353586296, -73.7641384890341, -73.7632581084372, -73.7629487046848, -73.7606661302086, -73.7580095181868, -73.7563395964928, -73.7624859885811, -73.7636767611342, -73.7640471796422, -73.7622509675047, -73.7629335072815, -73.7625980053863, -73.7636444290036, -73.7667540126258, -73.7671295316583, -73.7635317085519, -73.7661587941845, -73.7665274953628, -73.7669613013477, -73.7661228226679, -73.7658236541172, -73.7673527314686, 
-73.7742369857504, -73.7798201663797, -73.7853345892653, -73.787692983976, -73.7886285257037, -73.7901400528441, -73.789738814947, -73.7895365731246, -73.7880632881303, -73.7894493902515, -73.7906625620263, -73.7918682210492, -73.7926732352917, -73.7925693879727, -73.7927495260363, -73.7939084117643, -73.7903846669113, -73.7866687587056, -73.7795252489429, -73.7772810034746, -73.7773013293605, -73.7698929114555, 40.6963120712855, 40.6921593461635, 40.692197120111, 40.6892503457137, 40.6895070574354, 
40.6890810389525, 40.6873007583811, 40.6860084839281, 40.6826123275334, 40.6792392979858, 40.6768029891564, 40.6741949977704, 40.6747455430555, 40.6728466275697, 40.6719431640854, 40.6718131832859, 40.6707224893445, 40.6671631226069, 40.6674330170492, 40.6666958511759, 40.6662873486985, 40.6600851840287, 40.6601356605725, 40.6584785014941, 40.6585544416128, 40.6563038216415, 40.6561601470282, 40.6598988822533, 40.6622023484054, 40.6638557382752, 40.665163370018, 40.6652654925294, 40.6651607848353, 
40.6655115308432, 40.6659764183904, 40.6732361813641, 40.6745560152449, 40.676670383535, 40.6797468262803, 40.6825168724168, 40.684030294111, 40.6847422778789, 40.6863047080526, 40.6877536295265, 40.6887043457297, 40.6915497325694, 40.692118404045, 40.6922485868366, 40.6963120712855))"
